field_id,step,days_from_sowing,ndvi,ndwi,temp_c,precip_mm,soil_moisture,soil_type,is_irrigated,stress_target_14d
1,0,0,0.11531568004122286,0.09723000383025066,16.203290360169067,0.0,39.4223297563825,2,1,0
1,1,5,0.1674828520033088,0.11662948958577096,20.46608320608646,0.0,17.001805704312943,2,1,0
1,2,10,0.1778591631015306,0.11832634682383301,23.901771113018395,0.0,20.906898601323675,2,1,0
1,3,15,0.20855489634160468,0.13201720156665997,22.650159881547218,1.5898224003001462,34.24185895223325,2,1,0
1,4,20,0.25694111683799503,0.19476026227669743,25.26711993108966,0.0,17.350559652217903,2,1,0
1,5,25,0.313045061130345,0.21981381676354997,26.04518265470058,4.970891033285992,21.103480891499125,2,1,0
1,6,30,0.4001521899931388,0.28135057607964514,26.584589147334338,5.649599820642083,34.98753909813158,2,1,0
1,7,35,0.5255646927756998,0.30679014898655865,26.902340946026772,3.3219381660419254,18.768744445577646,2,1,0
1,8,40,0.6532906190862303,0.3595956234863361,26.14517682530628,7.795681813644402,21.30519958685397,2,1,0
1,9,45,0.7933155789584088,0.4714890313575264,30.698956444974357,8.25379109297193,37.44434727704793,2,1,1
1,10,50,0.7856842089394405,0.44861993208485906,30.144624718545387,0.0,16.694816795631667,2,1,0
1,11,55,0.8227261021669033,0.4258655866284014,29.786954883431406,0.0,15.313311714477797,2,1,0
1,12,60,0.7446259037440401,0.40064668378266355,30.1267420766823,6.3174245074935955,38.32323951978736,2,1,0
1,13,65,0.6756583538163482,0.3043835800498614,30.895490218409005,5.368610852571477,17.378444947454405,2,1,0
1,14,70,0.5227793906365241,0.23944936106580864,28.19847176845439,7.674970157076287,22.018196686807336,2,1,0
1,15,75,0.3979083515569005,0.18588196313237987,26.2594805868489,0.0,29.591040480155378,2,1,1
1,16,80,0.2849697107798199,0.12358380306197708,27.74484429202256,0.0,17.137925795853285,2,1,1
1,17,85,0.14364299073053852,-0.009845633171314566,25.88226674588662,5.874649179416905,22.78250547371782,2,1,2
1,18,90,0.06171928381850514,-0.05887325715393729,19.484567562210998,0.0,32.79693469885867,2,1,2
1,19,95,0.05,-0.15300472410183988,19.385775805565768,1.9058154511829049,17.985723510779934,2,1,2
2,0,0,0.15902649409275219,0.11223708014397452,16.12583441580011,0.0,38.93462147768103,2,1,0
2,1,5,0.16229066971312958,0.11547420153772149,19.76554470683352,1.7403677699532318,16.625088373314448,2,1,0
2,2,10,0.17223415367451314,0.11538802094363193,25.4030671012273,0.0,18.334588068498864,2,1,0
2,3,15,0.2191519789640453,0.16319737054638245,22.815638666364734,0.0,35.44095402912062,2,1,0
2,4,20,0.27644740971456955,0.1604982087636789,23.689341845317568,0.0,20.703608058161105,2,1,0
2,5,25,0.33332121939019277,0.22066057167968361,26.60062379711543,2.3208617620043794,22.2897121778258,2,1,1
2,6,30,0.4169874574327132,0.2554507987181552,27.159894987250556,0.0,29.72742407637262,2,1,0
2,7,35,0.5126634665060205,0.35092883215140613,31.01697989778672,0.8876664806356737,14.838532630500048,2,1,0
2,8,40,0.6420661054203677,0.4015249441576556,27.56638172089091,4.860794164119048,17.403754345905515,2,1,0
2,9,45,0.7291577291553568,0.4624221445274019,31.024994394807617,0.0,33.29129531008669,2,1,1
2,10,50,0.8082655790460989,0.5242019304156975,31.825606195470165,0.0,16.038463087956313,2,1,0
2,11,55,0.865741692074849,0.5231719115801481,30.563009468509332,1.523699203848147,15.100693182071076,2,1,0
2,12,60,0.8604884670597052,0.48197867787274495,28.18165471801428,11.351736464780405,42.27101307640902,2,1,1
2,13,65,0.7417087621124717,0.4742569670309117,27.561474043724182,0.0,18.48890488326454,2,1,0
2,14,70,0.692776811581514,0.4088406352279873,28.51514393803736,0.0,15.916143152112879,2,1,0
2,15,75,0.5163592604881776,0.33217584002637957,25.199545039614147,0.0,32.524096617055804,2,1,0
2,16,80,0.42305660471808176,0.2947507067697576,26.16393425443129,19.882412856781233,32.151825544406265,2,1,0
2,17,85,0.29093465550324543,0.2239413032819045,22.93467342796649,0.0,18.54778545987046,2,1,0
2,18,90,0.2324221568169243,0.19925949531152182,22.286180002092625,0.0,33.77605344526248,2,1,0
2,19,95,0.2317534103937487,0.1654791708046527,19.954254869702222,7.164446551810038,22.827264587683807,2,1,0
3,0,0,0.12432379638737003,0.1470930341116413,17.166082653338073,0.16803170763064418,34.729130913175325,3,1,0
3,1,5,0.1545657149583118,0.1261824703749874,18.077015973887526,0.0,21.979656096269125,3,1,0
3,2,10,0.17646185234615006,0.1372560942502555,18.720897252702247,1.9009593895435049,21.756550069492132,3,1,1
3,3,15,0.18880313099416304,0.1558230068388028,22.860783278751814,0.0,34.01781021121781,3,1,0
3,4,20,0.28422671618525885,0.16456271177997916,23.091551578005614,1.7329806058798476,15.477719912147466,3,1,0
3,5,25,0.32127066605233046,0.26537381688509215,24.162038354502435,0.0,17.065130365441075,3,1,1
3,6,30,0.38384414546111884,0.27841869204744,26.526801066961063,0.29335262064776557,36.12389060072046,3,1,0
3,7,35,0.44949159932331756,0.23457896941405776,31.682998850493117,0.0,14.594558471808218,3,1,0
3,8,40,0.5019724789571713,0.22311137049182347,32.08879883449539,0.0,17.97695285853419,3,1,0
3,9,45,0.5739533096143237,0.21695882439133485,33.35498050393367,0.0,31.595376412403205,3,1,0
3,10,50,0.5458645602769124,0.13897209903282892,34.01610219710304,6.78374565282739,21.844630948901067,3,1,1
3,11,55,0.5071010295985718,0.07182632233855957,34.074086679783846,10.303035590941224,23.4043168142756,3,1,1
3,12,60,0.4407585989792946,-0.04971406752419599,31.588060207822544,0.0,28.25482584086027,3,1,2
3,13,65,0.27600161751969066,-0.14029226477653706,34.037395320726986,0.0,11.016332679386965,3,1,2
3,14,70,0.13534640173076173,-0.30924734540066906,31.16557174610077,2.5693626891879218,12.762969735632163,3,1,2
3,15,75,0.05,-0.4,26.660139792514208,0.0,32.95109073947567,3,1,2
3,16,80,0.05,-0.4,28.00177885353014,0.0,13.3540193780223,3,1,2
3,17,85,0.05,-0.4,28.094603349863128,1.6327120957153842,13.185461046125173,3,1,2
3,18,90,0.05,-0.4,21.523314213839278,0.0,30.599941613145123,3,1,2
3,19,95,0.05,-0.4,23.076906236886167,0.0,19.016370124936163,3,1,2
4,0,0,0.17161119886364057,0.11936289915902772,18.373971812432934,0.0,33.86962343787627,3,1,0
4,1,5,0.15268208371469133,0.1048488312265345,21.914034762632753,0.0,18.91572271342762,3,1,0
4,2,10,0.16786709195778451,0.11359765622981147,22.056278838535825,0.0,20.6918250252571,3,1,0
4,3,15,0.23362044264930087,0.1645299240695619,25.48805304624682,0.0,32.975399217321964,3,1,0
4,4,20,0.24850963806492557,0.16446417311187123,24.813515232564537,0.0,16.951296946078024,3,1,0
4,5,25,0.29930481220643873,0.2308646150497043,26.41298814593485,0.0,17.72154067689572,3,1,0
4,6,30,0.3994911993822929,0.2783211330390396,30.007312302003236,2.818779467521603,34.63311786683853,3,1,0
4,7,35,0.4561917083889054,0.2921737137553568,32.2109668914331,0.0,17.0139647080252,3,1,0
4,8,40,0.5466951840545979,0.21810864956009693,33.52201822311673,3.6367665340617052,20.66363085714114,3,1,0
4,9,45,0.5273994931659893,0.20672133569753853,34.816723776863306,1.9492405193707807,30.888927365929426,3,1,1
4,10,50,0.6040760241909439,0.1538949169565233,30.784803012505975,0.0,16.21807104780253,3,1,1
4,11,55,0.566629175317087,0.08358880241442568,32.48690460364804,1.0648419246029301,12.915335744546647,3,1,2
4,12,60,0.4656300548899345,-0.043404356712250014,32.208914717384786,0.978057059606878,26.823502174288315,3,1,2
4,13,65,0.2973909531103943,-0.16074288620282723,34.0488027582206,0.0,13.378101844356108,3,1,2
4,14,70,0.13262259787168063,-0.3139331858916417,31.661726367996835,34.169240404465995,42.44,3,1,2
4,15,75,0.05,-0.4,27.586596165432347,0.0,30.1346124137941,3,1,2
4,16,80,0.05,-0.4,26.866459889752875,2.6605227737826365,17.58310827605943,3,1,2
4,17,85,0.05,-0.4,27.12139794831385,0.0,14.733526421320462,3,1,2
4,18,90,0.05,-0.4,25.457336131261595,0.0,30.86355105979182,3,1,2
4,19,95,0.05,-0.4,24.406290770480428,0.0,11.106366561324737,3,1,2
5,0,0,0.17977806650061745,0.10420508636402882,18.330111493205433,9.551703535436495,38.374562401919775,2,1,1
5,1,5,0.17033270858194685,0.08683780974443848,20.06927518332046,0.0,18.01654074644441,2,1,0
5,2,10,0.1421321885832893,0.15687997860940386,22.43584509991928,0.0,14.144195122200715,2,1,0
5,3,15,0.2049873716719953,0.16885037184749654,22.085804931518904,3.182713985668917,37.04249584402159,2,1,0
5,4,20,0.23853614493141656,0.1990172809944265,25.167495087354254,0.0,18.155671424871528,2,1,0
5,5,25,0.27293229588048634,0.23073650978071078,26.131491662012557,0.0,17.00702468333957,2,1,0
5,6,30,0.4468006681599076,0.2698948499857608,25.88046947056949,0.0,29.91520910829054,2,1,0
5,7,35,0.5227348363826801,0.319153851930659,26.85299878396326,0.0,17.027430899061788,2,1,0
5,8,40,0.6422152358623746,0.42826954272310336,29.448305418538464,1.6160401902475325,18.08961247999897,2,1,0
5,9,45,0.7345050316844887,0.40637908974091297,29.472881130981158,0.0,31.313004474041833,2,1,0
5,10,50,0.7753884233968106,0.4489237089331601,30.707740486899596,0.0,16.88980796727073,2,1,0
5,11,55,0.8137919956256949,0.4204667231739272,28.545389765469256,1.2074402538795792,16.648836418866434,2,1,1
5,12,60,0.7355569321874892,0.3326724497697988,29.525577114435624,0.0,28.99230953075316,2,1,0
5,13,65,0.6777569236005101,0.3211821324098497,30.70672651742201,0.0,12.672667908405883,2,1,0
5,14,70,0.48791190347211455,0.20560997832254224,30.834919778311715,0.0,17.931331058877035,2,1,1
5,15,75,0.337522142370644,0.13822898855651955,26.824277285379615,0.0,32.93221169018154,2,1,0
5,16,80,0.2634652929095759,0.052743364608540455,24.127787415079368,0.0,14.4439796923718,2,1,1
5,17,85,0.10092619990426138,0.02081168369691272,26.140632831833006,7.604826311593957,22.192655906662917,2,1,2
5,18,90,0.0614125347837145,-0.11818465742553164,21.062015350615443,7.446985027779045,39.62811662132357,2,1,2
5,19,95,0.05,-0.1604073050982845,22.647684077654176,0.5480236786918964,18.07602425836613,2,1,2
6,0,0,0.1707399597288226,0.1292126544260881,15.47269179154839,2.3347801351165214,36.02207921283593,2,1,0
6,1,5,0.1468830421127044,0.12581103988251177,21.034670804434775,0.0,13.74630975841499,2,1,0
6,2,10,0.16533502283497453,0.12861400084535793,21.40363585343488,20.11905833649415,35.41644765990747,2,1,0
6,3,15,0.20638790751456942,0.13548641055103652,23.214370143786443,0.0,32.79598711813287,2,1,1
6,4,20,0.24018120502832624,0.18390652227220255,25.93591580520064,0.0,18.0081295431964,2,1,0
6,5,25,0.33480176983071336,0.21547523274339064,29.59838257220673,0.0,15.580078590982907,2,1,1
6,6,30,0.40048533913918344,0.2742076509866223,29.65978258224282,0.0,27.36048138327544,2,1,0
6,7,35,0.5155667963450341,0.324506704200317,31.206734258673336,0.0,15.059622390337662,2,1,0
6,8,40,0.6097521617391144,0.3228311539977931,29.556108864375933,0.7458876951466785,16.860266257045716,2,1,0
6,9,45,0.6881417496994038,0.35632142713875603,29.251700777390322,5.806653045377114,37.50165621900378,2,1,0
6,10,50,0.7254309308884489,0.3763177649371902,30.605730838018957,0.0,17.078952381682807,2,1,0
6,11,55,0.7397996720229051,0.3546025012941326,29.135773916993976,12.562004066315627,27.883950966470106,2,1,0
6,12,60,0.6841093009230736,0.33627855859491557,27.944532621868383,0.974530739522497,33.310242038348186,2,1,1
6,13,65,0.5816075582101196,0.21849492263909343,30.725535078467843,4.694814607173829,17.290612763991565,2,1,0
6,14,70,0.5312448599176927,0.16827036387928412,29.952270399733145,0.0,15.575380563690917,2,1,0
6,15,75,0.3509101892113697,0.0869957085436715,26.55565452666396,16.13993122014751,44.1,2,1,1
6,16,80,0.23442400974310912,0.025703015935619244,25.71659802547989,0.0,20.0490695853061,2,1,1
6,17,85,0.09333369267549221,-0.08640781698934524,22.681062482227784,15.587257278324703,27.586277437474266,2,1,2
6,18,90,0.05,-0.13646904552162056,23.34949121020579,0.0,30.61897898430916,2,1,2
6,19,95,0.05,-0.2001598567152402,19.003012678363273,0.0,15.974887445970683,2,1,2
7,0,0,0.13164952929920035,0.11262970391669415,17.334780161272068,1.7119207263956207,21.334414451624937,2,0,0
7,1,5,0.16438912567223546,0.08457556590855952,18.799758456226648,0.0,21.17184768611301,2,0,0
7,2,10,0.17961178550838583,0.14947519479534732,21.652650061920692,0.0,19.363101472191133,2,0,0
